timestamp,time_since_start,player_type,attack_type,damage,is_counter_attack
2022-09-16 16:39:31.942734,7735,Main,Rock,10,False
2022-09-16 16:39:33.354954,9147,Enemy,Paper,1,False
2022-09-16 16:39:33.728228,9521,Main,Rock,10,False
2022-09-16 16:39:35.225438,11018,Main,Paper,1,False
2022-09-16 16:39:35.824443,11617,Enemy,Rock,10,False
2022-09-16 16:39:37.003940,12796,Main,Scissors,3,False
2022-09-16 16:39:37.921929,13714,Enemy,Scissors,3,False
2022-09-16 16:39:38.789459,14581,Main,Paper,1,False
2022-09-16 16:39:39.718474,15511,Enemy,Paper,1,False
2022-09-16 16:39:40.876221,16668,Main,Rock,10,False
2022-09-16 16:40:05.594067,4275,Main,Paper,1,False
